comments,sentiment
"Anh ơi em đang có tầm hơn 3 củ nhu cầu chơi game tầm trung (ff,lq,cod,thỉnh thoảng chơi ark) lướt face,tik tok,shoppe và nghe gọi ok thì nên chọn máy nào ngon nhất anh.Em đang có ý định mua con iqoo z10x lựa chọn tốt nhất chưa anh và xin anh chỉ thêm mua lúc nào là giá con đấy tốt nhất ạ❤❤ mong anh xem bl của em 😊",2
test game vs antutu đi,2
Android 9,1
Review vivo s30 đi ak,2
"mua máy này để có cảm giác khui hộp, bóc seal iphone 17 pro max. Bỏ ra 1tr4 để được cảm giác khui seal iphone 17 pro max vẫn hời nhỉ",2
Tặng em iPhone 13 Promax Sài nha anh nam,2
Chúc anh nam vui vẻ nha,2
đục lỗ luôn mới ghê😅. Đòi hỏi gì với mức giá này,0
Điện thoại fake em bị một lần rồi iPhone 14 pro max 16gb 1T nó lag kinh Khủng luôn tức quá cái em đập luôn cái iPhone fake luôn:)),2
🎉🎉,2
Giờ có nên mua oppo find x8s plus không anh,2
Mik thấy nhiều ng mua 12 prm đến 14prm nhiều lắm,0
"mua điện thoại củ ở clickbuy ok ko ạ , em xin ý kiến với",1
"35 trieu la 
mua dc 17pro max roi ban",1
Em chon ip 15 pro max,2
15 prm hơn,1
cho em hỏi 15prm có nên lên 16prm ko ạ,1
"Chào anh Dương ạ chúc anh và gia đình nhiều sức khoẻ,cho em hỏi chút ạ là giờ tầm 10 triệu thì với nhu cầu của em là dùng mượt lâu dài em chỉ chơi game liên quân thôi ạ và máy chụp ảnh đẹp và có ngoại hình cũng đẹp xíu ạ và là máy 99-98% ạ thì nên chọn iphone hay android anh.Em cảm ơn",2
"Chào anh, em trước giờ android, giờ đổi qua iphone, tài chính 22tr, Nhu cầu màn hình rộng, thích chụp hình, sủ dụng 4 năm tới. Em đang nghiêng về Ip 15Plus. Nhờ anh tư vấn thêm. Chúc anh và gia đình sức khỏe!",2
"Cháu hỏi vui chút là: mua iphone se3 hay iphone 16e á :3,chúc chú và gia đình thật nhiều sức khỏe",2
"Con chào chú, con có tầm 7tr. Con muốn mua 1 chiếc điện thoại hàng mới để chơi game, pin trâu, sạc nhanh, chụp ảnh chỉ cần rõ nét là được, con không quan trọng sách tay hay chính hãng. Con đang phân vân giữa iQOO Z10 Turbo Pro 5G và Xiaomi Redmi Turbo 4 Pro 5G thì con nào tốt hơn, trong tầm giá đó còn lựa chọn nào ngon hơn không ạ? Nếu gán thêm 1 tháng thì con có 8tr thì có máy nào ngon không ạ? Con cảm ơn.",1
"Chúc kênh nhiều sức khỏe, xin tư vấn DT nào chính hãng như Nubia Z70 Ultra, từ cấu hình đến toàn bộ phím vật lý chức năng mà giá rẻ hơn nhiều không, hàng cũ cũng dc",2
Em đang phân vân giữa iphone 17 mini với samsung a12 ko biết mua dòng nào anh tư vấn giúp em với cảm ơn anh,2
❤❤,2
"Pin iphone 17 dùng được bao nhiêu tiếng nếu chỉ lướt web và fb, còn chỉ xem YouTube là đc bnhiu tiếng vậy ạ?",1
"A Dương tư vấn giúp e tài chính 20tr nên mua ip nào ạ. 
Em cảm ơn !",2
ok,2
"A Dương cho e hỏi tầm giá 10tr thì mua máy Android nào camera đẹp PIN trâu có khán nước dùng làm máy chính dùng khoảng 4 đến 5 năm, e mua cho mẹ ạ, e cảm ơn a.",2
"Chào anh, em có tài chính 15 triệu nhu cầu chính là quay video thì nên mua điện thoại nào ạ. Chúc anh 1 ngày tốt lành.",1
A làm về so sánh con Motorola G100 và G100 Pro đi a ơi e phân vân nên mua cái nào e cảm ơn,2
Em có tầm 5tr đổ lại nhu cầu mạng xã hội và chơi một số game liên quân pubg .. mong anh tư vấn,2
"Anh Dương làm video si sánh 17 thường và 16 pro đi anh, cùng tầm giá 25tr và kích thước
Chứ 17 thường với 15 pro max thì khá dễ lựa",2
"Anh ơi em có tầm 15tr đổ lại. em sử dụng cơ bản ,không chơi game,chụp ảnh đẹp càng tốt .thì nên mua điện thoại nào ạ.em đang phân vân ip14 bản 128,16e,Samsung s25FE hoặc iPhone cũ thì là máy nào anh.mong anh tư vấn!",2
"Bạn dương phân tích giúp, giữa ip 15 mới và ip 14 pro cũ thì mua máy nào",2
"anh Dương ơi, có con máy nào màn nhỏ, lướt mượt, pin cỡ 4500-5500 mà giá dưới 8tr không ạ, em muốn mua cho mẹ em dùng, điện thoại to thì bỏ túi bất tiện ấy ạ, mong anh rep, chúc anh nhiều sức khỏe!",2
Chào b mình muốn hỏi iphone 6 dùng chíp gì mà nghe nhạc chất âm rất hay,2
17 thì múc con 16pro ngon hơn,2
16prm vs 17 nên chọn dòng nào sếp ơi,2
16prm vs 17 thì còn phân vân chứ so vs 15 prm thì chốt luôn 17 ( nếu bằng tiền),2
Oppo find x9 pro  -_-iphone 17 pro chắc nhiều ng chọn 17 pro,0
=)) mới trade 15prm qua 17 sage,2
"Sao cái clip này, tiếng nhanh thế nhỉ",0
First comment.,1
E đang ở bên hàn e thấy giá 16prm bên cửa hàng bên a đg bán quá rẻ hơn bên e tận 6.7tr vn huhu có nên về vn mua kg a,2
Mọi người cho em hỏi em đợi qua tết dương gần tết âm thì máy có giảm giá hông ạ em tính mua mà giá giờ hơi chát,1
"16prm titan samac đẹp nhất, nhìn sang hơn",2
"nhìn đẹp nhỉ, mới oánh tx được 80m đi mua cái luôn",2
"17prm nhìn theo trend mới khác biệt, nhưng nhìn thiết kế titan của 16prmax đẹp hơn nhiều so với nhôm",2
Mấy cha mấy mẹ không có tiền thì chê cái đẹp kia xấu mấy người có tiền cứ cái mới họ mua,0
15promax đỉnh nhất,2
17 nó có tản nhiệt chơi game đỡ lag hơn nhiều nhé 😊,2
Mới lấy 16prm tuần trước nhìn đẹp hơn 17,2
"Tôi IPhone 11 Pro Max mà tôi xài cũng bình thường đây này ( không game, không app này app kia, không chụp ảnh...) thì gọi là chân ái. Bên cạnh đó xài kỹ nữa. Cần gì phải chạy theo công nghệ ( ngoại trừ do tính chất công việc ).",2
"Sau khi xem xét tôi quyết định thấy iPhone 14 pro max lên 16 pro max. Vì 17 prm xấu, dễ móp .. camera 2 con này thì k biết",0
Viettel store 29tr,2
30tr bản 256g liệu có phí quá ko nhỉ,0
"10 thằng thì 9,9 thằng đeo ốp, dán các kiểu. Bày đặt nhôm với titan. Tiền ít ko mua đc xong đi chê, hài thật",0
ở tgdd còn giảm nhiều hơn,2
"Tại sao khi nói cứ phải thêm từ CẢ . Thừa thãi , hay thêm vào cho sang mồm !?
So với cả . 
Với cả là ...",0
iPhone 16 pro thì sao ạ,2
Phải nói năm nay cái con 16 max sa mạc nó giữ giá ác luôn vẫn cứ là 26 triệu con nào pin 93-95 vẫn 25 triệu,2
Ip17 là chân ái,2
"đầu tiên mình dg dùng 11prm xong nâng lên 16plus, song cách đây tầm vào gần 1 tháng định ra mua 17prm nhưng rồi cầm vào thấy nó có cảm giác ko dc chắc vuốt và mọi tác dụng thì nó trả khác 16prm là mấy gọi là 1/9,1/10 thôi , thế là quyết định mua 16prm 256g bản hokong 2 sim vật lý mấy ngon máy cũ mua 26tr pin 97% cảm thấy ko hề sai chút nào cho tới nay dùng quá ngon ok lại tiết kiệm cả chục triệu , giờ máy dg dùng pin 97% mà mấy người cứ hỏi mua giá 26tr bằng giá mình mua thậm chí cửa hàng mua vẫn bảo a ko thích mang ra em vẫn gửi a 25,5tr . Nhưng mình để máy này dùng vì thấy ok lắm",2
14 vẫn là đỉnh cao,2
16prm tết vẫn còn hàng đập hộp kh nhỉ,2
Mình thì thiên về 15 PRM hơn bản titan tự nhiên đẹp mê,2
Đang dùng 16prm quá ổn áp đáp ứng tất cả,2
Air thì năm sau hoặc năm tới nữa mua sẽ ok hơn nhiều :))) !,2
Nói thật nếu có tiền thì mình sẽ chọn mua iphone 16 chứ 17 nhìn nó cứ bị thô thô làm sao đó,0
Chuyển từ 12 prm sang 16 prm mới mua đc 3 ngày dùng k có gì để chê xứng đáng với số tiền bỏ ra,2
"@khoaphamduy9280
Cổ phiếu của apple đã đạt đến $4.000 tỷ, lại nói apple bị ế. Người có tiền thì người ta thích cái gì thì mua cái đó, đâu cần phải theo sở thích của người khác",0
Mới lụm con 16prm 28 đồng,2
iphone 16 pro co len gia so voi truoc kia khong ae?,2
17 có bị tình trạng đang xem review phim trên facebook thoát ra trả lời tin nhắn zalo quay lại mất mẹ phim như 15 tui đag sài ko,2
"Theo nghĩa đen là iPhone Air dành cho những ai quá thừa tiền hoặc là thích cái độ độc, lạ của công nghệ thôi, chứ nói về tính thực dụng và tính bền bỉ thì con 16 Pro Max nó sút ra chuồng gà rồi.",0
16promax Vàng Sa mạc Desert Titanium nhìn sang xịn mịn hơn nhôm trên 17promax..,2
19/9 chọn mua 16prm quả nhiên là lựa chọn đúng đắn😂😂😂,2
Gần 30tr thêm vài tr mua iphone 17 prm tội gì ko mua đời mới nhất,2
10tr thì mua iPhone cũ nào đã vậy bác Dê 🐐 ơi,1
"Nhièu ng k thich 17, mình cung vậy làm đi mua 16prm lại bị tăng giá hixx",0
"Đang dùng 16prm dc nửa năm thấy mọi thứ OK , kiểu dáng thì quá sang trọng và đẹp, 17 nhìn thề quay về quả nhôm nom chán kinh khủng nhìn như điện thoại nhái",0
Có tiền dùng 17prm có lm sao ko,2
Titan sa mạc mãi đỉnh,2
"Mình dùng ip16promax được gần 1 năm nay rồi hôm nay tự dưng máy bị khởi động lại kiểm tra phần phân tích thì có hiện panic full + reset counter ,không biết bảo hành được không ad",0
Tgdd vẫn hơn 30tr và e đã chốt 17 thường cho vk. Vì e đang dùng 16prm cũng khá ổn nhg vẫn quá nhiều lỗi đặc biệt là bàn phím loạn rất tức,0
16 pro ko biết giờ bao nhiêu rồi,1
Ip tù bỏ mịa.,0
E cũng mới mua 16 prm sa mạc new của thế giới di động. Cầm trên tay con 17 prm trưng bày mới thấy cảm giác nó nhôm nhựa lắm. Thấy k nó đẹp ko sang nên e quay xe mua 16 prm. Lúc đó tài khoản 40tr định là ra mua 17 prm rồi đó. 😂,2
iPhone mà tăng giá thì chỉ có nguy cơ ế...tạo cơ hội cho flagsip Trung Quốc vươn lên!,2
"em chào anh ạ
em đã theo dõi anh qua 4 đời máy cũng được khoảng 6-7 năm giờ em định cuối tháng này mua máy mới giá dưới 20 triệu mong anh tư vấn giúp em với ạ yêu cầu là cấu hình mạnh nhất tầm giá màn hình, camera đẹp pin trau sạc nhanh sóng khoẻ. máy chính hãng ạ và không biết có nên mua máy xách tay như là con xiaomi 17 không anh. mong anh tư vấn giúp em và em xin cảm anh, chúc anh cùng ê kíp  nhiều sức khỏe",2
Qua đắc 23 củ vừa tầm,2
Anh dương ơi theo anh bây giờ có con android nào ngang tầm giá 14prm không em định mua 14prm mà sợ máy dựng . Em đang sài 12prm tháng lương này định đỏi lên 14prm mà sợ mua trúng máy dựng anh tư vấn giúp đó là cả thág lương nên em rất cân nhắc . Hay theo anh trong tầm tiền 15-17tr nên mua android xài tầm 3 4 năm . Thanks anh chúc anh và gđ sức khỏe ạ ❤,2
Viettell store bán 16prm đập hộp có 29.290 thôi,0
IP 17 có thiết kế xấu nhất từ trước đến nay. Lại còn xài đồ nhôm nữa ông cố nội mẹ ơi...,0
"Quất em nó từ CellphoneS cũng đc hơn tháng r, k bị panic full hay reset counter, lên iOS 26 pin vẫn trâu xem YT chưa thấy bị loa to loa bé, chỉ vấn đề duy nhất là vào xem tất cả ảnh FB bị lag. Nâng cấp từ con OPPO A9 2020",2
"Anh Dương ơi cho em hỏi là nên mua máy chính hãng hay máy xách tay nội địa TQ khoảng 8tr ạ. Máy chính hãng thì có bảo hành đầy đủ được tối ưu để sử dụng ROM quốc tế, còn máy nội địa TQ cùng tầm giá thì hiệu năng khỏe hơn nhưng vì xài ROM nội địa nên hay bị chậm thông báo. E thi thoảng sử dụng cho công việc nên thấy phần chậm thông báo hơi e ngại dù cũng muốn có con máy hiệu năng khỏe để rảnh thì ngồi chơi game. Em cảm ơn và chúc gia đình a nhiều sức khỏe ạ",1
iphone dòng promax số chẵn luôn là ổn định và đáng mua nhất. từ iph 8 plus - xs max - 12 prm - 14 prm - và bh là 16 prm,2
"Nếu có 17 plus thì chắc có giá khoảng 30tr tròn, oh 16 prm thay thế dk đó 😊",2
May ong số sánh thân 30tr vs thân 10tr 7tr 20tr sao đc tiền nảo của đó,2
Tăng giá để đó bán cho thằng cha nó 😊,2
iPhone 16 pooromac rất đẹp đáng mua,2
Tầm giá ngang finx8 xách tay còn máy nào nữa k ạ,1
"Không biết mn nghĩ như thế nào, nhưng chắc chỉ riêng tôi thấy iphone 16 pro max đẹp hơn 17pro max. Nhiều người mua chắc vì sang chảnh hơn.",2
Anh thử review motorola Edge 60 fusion bản chip dimensity 7400 đi,2
Làm về dt Motorola đi a,2
"Ng tiêu dùng thông minh, thích iphone thì sẽ chọn 16prm; còn đỡ thông minh hơn, thích sĩ diện thì sẽ chọn ải :v",1
Ai có điều kiện thì cứ mua ip17 còn riêng mjk mjk thấy ip 16 vẫn ngon vẫn chưa hết thời,2
kinh nhiệm là đéo mua iphone số lẻ  đag dùng 16pro rất hài lòng dùng 1 năm rồi còn 91% pin =)),2
"Anh ơi em dự định sắp tới đổi từ iphone 12prm sang iphone 16pro hay cố lên 16prm ạ.
Chúc anh nhiều sức khỏe mong anh tư vấn ạ.",2
P/p là gì v a,2
iPhone đáng mua nhất là iPhone ngon bổ rẻ 😅😅😅,2
May năm nay không đổi lên 17prm. Rút kinh nghiệm quả kỳ vọng 16prm cải thiện camera khác bọt so với 15prm. Xưa mà đang dùng 15prm thì cũng chả thèm đổi lên 17prm làm gì. Cái kiểu Apple như này thì đến 18prm vẫn dùng tiếp 16prm,0
iphone 16e giảm giá rẻ hơn cả iphone 14,2
"Con Air đc mỗi thiết kế sp mang tính thời trang hơn thực dụng mà giá quá cao. Doanh số quá thọt so với ip17 thường năm nay, chắc cũng chỉ đc khoảng 2 đời là khai tử thôi",0
đang định mua 16prm thì a ra video :)),2
Buồn cười dùng bình thường không game nhiều thì 15 mà quất tự dưng đi lùi lấy cái màn hình 16e với cái thiết kế cam con chip khoẻ để làm gì không biết,0
"E ms chốt con 16e mua thêm củ sạc + dán cường lực + ốp tổng 15,7tr, dùng đc 3 ngày r..pin trâu kinh khủng vì e k chơi game nên dùng đc gần 2 ngày..camera quay video cơ bản quá đủ r vì 33t k cần quá nhiều như mấy đời cao dùng chẵng hết chức năng..thích con này vì gọn nhẹ",2
"Là một người vừa mua 16e và đã dùng song song 2 máy (ip và xiaomi 13 ultra) thì review công tâm là nếu các bạn đã xác định đc rõ nhu cầu sử dụng rồi thì 16e quá ngon vô địch tầm giá rồi. Mình cần 1 con máy thông báo đầy đủ, mượt mà, bảo mật tốt hiệu năng cao cho các app tài chính, ngoài ra là fb với đọc tin tức thì 16e quá là tuyệt vời, lại còn mỏng nhẹ, pin trâu dùng cả wifi 5g thì hơn 2 ngày mới hết pin. Còn khi chơi game xem phim youtube đọc truyện mình sẽ sang máy android để dùng. 
Nói chung 16e quá tuyệt vời nhưng dành cho ai hiểu rõ mình cần gì. Mấy cái bị cắt bỏ toàn cái mình k cần thì có gì đâu mà lo",2
"iPhone 16e giờ hợp tác với nhà mạng Viettel, a đánh giá lại xem có đáng mua k.",1
ip16e h giảm còn 12m5 nên mua không nhỉ,1
Ngày hnay 16e 256 hàng vn new có 15.5,2
16 e mà cam chéo màn hình như 15 thì giá nó khéo hơn cả 16 thường,0
mua ở vietel có 12tr kèm gói mua hàng tháng 100k 5g,0
Mình mua iPhone 15 đơn giản vì thích màu hồng 😅 còn tính năng của iPhone thì ko biết tại nào giờ toàn xài android,2
bây giờ ngon hơn khi mua lock Viettel chỉ với 12tr5=)),2
Đa số những người chê 1 cam của nó thì chưa từng xài nó =))),2
"Mình mua ol 16e tgdd 13.5tr. Với mình thì đt chỉ dùng xem yt,lướt fb và tiktok,nghe gọi. Chơi game thì toàn chơi những game nhẹ nên cần 1 cái máy bền,pin lâu và mình thấy 16e hoàn toàn phù hợp và đáng với giá tiền. Nói thật mình u40 những công nghệ mới trên đt bây giờ mình hoàn toàn không biết và k động đến bao giờ. Cũng qua cái tuổi sợ người khác cầm 1 cái đt rẻ tiền rồi. Lúc 16e 15tr cũng đang phân vân mua 16e hay 14. Gặp lúc km mua tgdd 13.5m múc luôn 😌",1
