tokenized,sentiment
sao mình thấy mặt lưng xấu thế đặc biệt cụm cam,0
tất nhiên là iphone rồi,2
bán cái radio anh ơi,2
bửa trưa của anh vinh ngon à,2
tui thích sony htc lg iphone sam khi tiền nhiều,2
lâu rồi mới thấy một video nghiêm túc như vậylike,2
ngon mình sẽ mua iphone,2
cần mua điện thoại ram gb giá không,0
tr rẻ gì tr mới rẻ nha mọi người ơi,2
tr không chống nước,0
nhìn bên ngoài xấu chưa kể phần mềm tương thích kém không đáng mua,0
mà cái thiết kế camera vẫn xấu vãi,0
điện thoại mi camera trên megapixel đỉnh thật,2
bao nhiêu hãng bao nhiêu kênh làm về điện thoại vậy mà ai củng sài iphone kaka,0
ô vãi quả đài sony giống nhà mình ngày trc,2
ôi quả giọng vang trong nền galaxy đỉnh kao,2
nhé,2
con máy ngon quá nhưng mà giá hơi khoai,1
hiệu năng thì ổn nhưng khi quay video nhìn chán vãi ý củ thì cứ sam sung với iphone mà quất thui,0
red mi không,2
đúng là thông số khủng vẫn đang xài lg g cùi lỡ giá t mua cũ vẫn đủ dùng không,0
camera của mi vẫn làm mình thất vọng như cũ,0
củ iphone,0
so sanh với samsung thì bảo sam sung không đẹp còn so sánh qua iphone thì kêu mặt sau nhìn nó bẩn nc thì cục súc khẳng định điều ai đã xài iphone rồi thì nó cũng như món trang sức đeo trên ng vậy auto đẹp,0
đợi xperia mark i,2
nói chung là mlem,2
đang dùng redmi note pro vẫn ngon lắm không đủ mua mi,2
iphone là iphone không nói nhiều hihi,2
mình nói thật luôn mình mua con mi lite bên tq có hơn tr dùng gần năm chưa hỏng vì lúc mua mua có g nên không đủ bộ nhớ chứ tính năng của nó thì ổn lắm vô cùng ổn luôn hồi tháng mình có mua con pro max ngoại trừ cái mác thì mình chẳng thấy xứng đáng với đồng tiền bỏ ra luôn tay mình hay ra mồ hôi cứ bh tay ra mồ hôi mà dùng iphone là loạn bàn phím gõ dòng chữ thôi cũng lâu vch mà tình trạng ấy không hề xảy ra với con mi lite luôn giá chênh nhanh gần lần thú thực mình không hài lòng với iphone tí nào luôn hóng mi pro,0
nói gì thì nói ae ủng hộ xieomi nhé vì nó quá ngon,2
t dùng hãng mi từ năm rồi máy bền sài phê con điện thoại đầu tiên mk dùng là mi và giờ đang cmt bằng mi,2
vậy lại chơi cái trò giảm xung khi update bằng phần mềm chứ gì,0
nói chung là mlem,2
t sẽ mua xperia mark,1
nói chung là mờ lem,0
samsung s ultra g mà chip giá cũng t còn mi t quá rẻ còn chê mắc thì đừng đú theo flagship mấy bạn không tiền ơi,2
mình chỉ muốn biết vật vờ đang sử dụng smartphone nào please,0
iphone thẳng tiến,2
không có sạc không dây,0
có cơm tró trong ví dụ,1
màn bằng xi không ạ,0
xiaomi mi global version rating of reviews ad your review as low as us in stock sku xmg inch không amoled wqhd display hz refresh rate qualcom snapdragon g procesor adreno gpu mp rear triplecameras anh mp ai front camera gb lpdr ram gbgb ufs storage mah batery w wired charging and w wireles charging miui based on android with ful gms and gogle play,2
hàng tàu biến bố chỉ xài samsung made in vn nhé,0
con này màn amoled mà sao review lại là màn oled,0
anh vinh nói cuốn quánghe phê vãi,2
mình đời sài xiaomi,2
genshin là lựa chọn số để test cấu hình điện thoại à d,0
không pro chính hảng bảng gb ram tr là oke,2
iphone còn nóng hơn đấy chứ,0
tất cả đều oke nhưng sẽ mua iphone,2
pixel ngon hơn,2
có tiền vẫn sẽ quất ngay mi trải nghiệm tuyệt vời vẫn tốt hơn cái thương hiệu,2
đúng nhưng khi cầm tr trở lên thì mọi người trong đó có cả tôi vẫn lựa chọn iphone vì đơn giản iphone nó vẫn là cái gì đó không thể so sánh,2
promax tiết kiệm được một ít nhìn đẳng cấp hơn,2
cái điện thoại tq có gì mà nên dùng đâu,0
welcome to international,2
ngon thật nhưng củ thì chọn iphone vẫn hơn,2
bezt riviu,2
để làm ra con điện thoại chống nước iphone thì khoai hơn rất nhiều nên vẫn chưa đủ tuổi chung mâm với samsung aple đâu ae xem đánh giá thật tâm nên qua kênh vinh xô,0
đương nhiên là mua thương hiệu rồi bị thích xiaomi đó giờ hí hí,2
mờ lem,0
có tiền thích trải nghiệm không sợ vụ mất giá thì cứ flagship android tích góp mãi mới được đủ tiền để trải nghiệm flagship muốn bán được giá để lên đời máy sau này muốn được hỗ trợ lâu dài thì iphone độ ổn định thì giờ máy tầm trung android từ chip đầu hoặc tương đương trở lên đã khá ngon rồi chứ đừng nói flagship,2
tr thì iphone pro hoặc s thôi,2
khi nào có con điện thoại camera ẩn từ đằng sau nhỉ,1
sao điện thoại nào cũng tốt hết vậy haha,2
không iphone ư,2
ông này tai nghe thẩm âm tốt ghê nghe nhạc qua loa điện thoại mà ông nhận xét được hết bas treb đủ kiểu được siêu ghê,2
tr sẽ cố mua iphone pro max hoặc tiết kiệm thì mua redmi không pro plus chứ không bao giờ mua mi,0
samsung được s với note series đẹp chứ đổ về sau thấy phèn hẳn,0
mi cực kỳ chất nhiều công nghệ xịncuối cùng vẫn chọn iphone pro max,2
mi ultra sẽ là siêu phẩm limbo tiên tri,2
tất cả đều ngon trừ cái kháng nước rất cần thì không có,2
mọi người vẫn nghĩ nó có giá tr thật à,0
có tiền mua cả hai iphone mang ra đường khoe về nhà xài mi giải trí,0
iphone pro gb nhỏ hơn tr,0
doanh số nó sẽ siêu thảm hại,0
trên tr auto iphone đa phần mọi người,2
opo ngon hơn opo vô đối mu vô đối,2
payo ngon hơn,2
thương hiệu xiaomi này đọc đúng theo tiếng trung luôn thì là xẻo mì,2
nãy ra tgd cầm nắm em s quá sướng,2
camera xinh,2
triệu cũng tạm thôi không kháng nước thiết kế mặt trước tệ miui lag delay khá rõ,0
nghiêm túc như này không quen,1
bữa trưa vủa anh bao nhiêu thì mua được ấy,1
không chong nuochi sep vao tam trung thuioi saomi ơi,1
vừa mua iphone với xiaomi mi,2
dùng mi trước giờ nhưng giá này thì dở rồi,0
kênh sau khi bị hack thì càng ngày càng xịn thích cái intro ghê,2
liệu dùng ổn định được năm không vậy,1
nếu dùng android thì con này là best rồi,2
fps hơi thấp,0
xin lỗi vậtvờ cái tiêu đề sai quá sai mi không hề rẻ kpro mới là rẻ,0
ngon qtr ngon quá nên tiếp tục xài xl thôi,2
sao đoạn đầu chất lượng chán vậy sếp ơi video khúc đầu cắt hơi ẩu chất lượng âm thanh nữa,0
tr t lại ngỏ cố sang s ultra,2
nói chung là mờ lem ông tính ăn luôn payo à,0
mong anh làm video test game nặng liên tục giờ trên con này ạ,0
là tui và bạn tui đó,2
video nay có p,2
đẹp,2
cùi bắp,0
thật ra chung mâm với sam aple thì chỉ có huawei làm được con này vẫn thấy hơi lệch,0
anh ơi iphone sắp tới có giảm giá nữa không ạ,2
quan trọng là fan,2
cụm cam trông phèn vãi,0
dùng sô ny quen rồi ráng mua sony tiếp vậy,1
với ultra con này ngon thì lại không về,0
có tiền sẽ mua nhe mà không có tiền,2
ủa kênh bai nần gì đó đâu rồi,2
s chốt đơn,2
tôi sẽ không mua,0
anh vinh mà mở of fan mình sẽ chạy lên hôn anh cái,2
giá mà nó màn hình phẳng nhỉ,0
anh ơi mún mua chiếc sam sung giá tầm cỡ triệu để chơi game thì nên mua loại nào,2
tối cũng rất thích xiaomi nhưng mà không giám mua vì sợ mỹ nhỡ đâu cấm cái thì chết vậy,0
thấy bên didongthongminh bán với giá tr khi trừ quà,1
lượt xem thg,2
nhiều ông nghĩ máy tàu thì không đáng tr nghe buồn cười vãi,0
ban nơ in tơ nấy sanh nô chào quí vị nha,2
x tr là mua được s ultra thà bỏ tiền mua thương hiệu còn ngon hơn ưu đãi quà tặng galaxy cũng quá ngon cùng với hệ sinh thái sam,2
để mua s plus ngon hơn,0
thà bỏ ra mua iphone muốn ngon hơn thì one plus nó ngon gấp lần xiaomi,0
vẫn mong có ngày xiaomi thay thế được vị thế của huawei ngày trước để mình trải nghiệm flagship giá rẻ hơn,2
m thì mua được thì chịu,0
theo tôi thì máy tàu vẫn là máy tàu,1
mức giá sau trừ quà thì mình nghĩ là cạnh tranh được,0
sạc w nhưng nếu thời gian sạc như vậy cũng tương đương với sạc w trên redmi không ultra của mình,0
tr thì auto trải nghiệm đỉnh cao dù có thương hiệu hay không,2
con này cấu hình ntv tr thì cũng hợp lý nhiều cái nó còn hơn s với iphone nhưng như vậy thì mình cố lên mấy tr làm con s ultra trước giờ dùng s nó cũng quen rồi,2
năm nữa thì mua,1
sau năm tã ngay,2
tr mua điện thoại tàu mà rẻ,2
mới mua mi xách tay được vài ngày củ thật sự vượt xa kỳ vọng nhất là quả loa ngoài,0
ba mình không usdtháng mua máy triệu còn chê mắc nữa tính mua con này mà thấy giá mắc quá,0
ơ sao sn chơi pubg được ở độ phân giải ultrahd fps mà được có,2
giá quá cao tr thì người ta sẽ chọn iphone or samsung không thì sony,0
binance international đâu ạ,1
oke mượt quá trời oke fine,2
có tr cũng không mua mi,0
nếu dùng tr tôi sẽ mua pro mắt,1
đây là cái giá của việc để người dùng quá quen với việc mình làm đồ rẻ tới khi mình làm đồ chất lượng giá thành cao rồi thì người dùng vẫn nghĩ đồ mình là đồ rẻ,0
tr thì khê,2
giá chát quá,0
nếu tr thì con này cũng còn đáng mua hơn samsung và iphone,2
nói chung là mlem,2
tớ sẽ chọn thương hiệu,1
không ra rồi anh ơi có vẻ ngon mà rẻ hơn nhiều,2
nhưng thực chất là đa số người vn mua điện thoại là theo trào lưu và thương hiệu còn công nghệ thì mù tịt mua điện thoại thậm chí không biết nó có chức năng gì cứ thấy sang thương hiệu nổi tiếng là múc còn ace nào sành công nghệ là biết ngay con nào ngon trải nghiệm phê liền hãy là người tiêu dùng thông minh,1
xấu vãi,0
cái thanh ngang trắng ở dưới có cần phải làm giống aple hong,2
ipad thôi cá mập là oke rồi,2
tr cứ auto samsung or iphone mà giã,0
anh hôm nay hơi nhợt nhạt thiếu tí son,0
xiaomi năm nay làm rất tốt nói tóm lại lại là nhìn em là chỉ muốn milem,2
điện thoại giờ được coi như món đồ trang sức show ra để khoe rồi phân khúc cao cấp thì cứ thương hiệu mà múc,0
tôi chọn ipad pro vậy điện thoại thì dùng flagship năm kia năm kìa cũng được,0
chip có nóng không trời,0
mi ultra sử dụng cảm biến camera to bằng nokia,0
loa ngoài con này thua cả mi pro,0
nếu có mi pro sẽ khắc phục những lỗi trên như iphone cam tele vậy mong pin sẽ,2
lượt xem oke đấy,2
dùng xiaomi năm và bây giờ vẫn vậy black shark đang rất bền và hiệu quả,2
xiaomi,2
triệu là không còn nghĩ đến hàng tàu rồi,0
màn hình cong là không ưa,0
nếu có triệu tui hông bao giờ mua xiaomi,0
rẻ cái quần,0
gheo payo cua t,2
xem mấy video của vật vờ như thế này thật sự hữu ích mong tương lai có nhiều video như thế nào hơn nữa,2
bỏ tay ra khỏi mặt vợ tôi ông ey,2
sếp ơi con không đâu,2
ra đến rồi mà bây giờ vẫn đang dùng redmi note,1
phải chi camera trước ở giữa nhỉ,1
camera xấu nhẹ,0
bữa trưa của tôi,1
không có khe thẻ nhớ phí quá anh ơi,0
bài review hay tuyệt vời,2
làm clip nói về pro max hiện tại có nên mua không anh ơi,2
đã theo giõi anh từ những video đầu tiên anh làm và đến bh cảm giác xem video từ chất lượng đến âm thanh đều rất tuyệt vời,2
con này đứng cạnh thằng sam và táo thì nhìn có vẻ lệch điều duy nhất trước kia tàu gần làm được là heo wei tiếc là heo bị mỹ nó quay,2
thật sư tr người dùng không quá ảm hiểu chiếm đa số thường sẽ mua s hoặc iphone d,0
thiết kế cam xấu phần mền chụp ảnh chưa tốt định chống nước chưa phê,0
nhìn cũng được,1
t,2
con chip nóng sao không thấy nói chính kênh đã re view đóa,2
theo tôi tr sẽ mua thương hiệu vì nhu cầu của tôi máy tr là đủ dùng rồi,2
biden đưa mì xào vào black list thì sao nhỉ,1
có tr tôi vẫn mua samsung hoặc aple,2
anh ơi có thông tin gì về mi ultra không anh,2
con này cũng same same như hãng khác có gì hơn đâu mà phải mua fan xiaomi từ lâu đã mặc định giá rẻ rồi giờ bắt họ bỏ nhiều tiền coi bộ hơi khó,0
